LexicalClass,EntryID,LemmaID,Iconicity(M),Iconicity(bin),SignFrequency(M),SignFrequency(bin),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreqZ(native),SignFrequency(N-Native),PercentUnknown(Native),GlossConfirmation,PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(SD),Iconicity(Z),Iconicity(N),SubtLexUSLog10WF,Compound,Initialized,FingerspelledLoanSign,SignOnset(ms),SignOffset(ms),SignLength(ms),SignLength(bin),ClipLength(ms),SignType,MajorLocation,MinorLocation,SelectedFingers,Flexion,Movement,MinimalNeighborhoodDensity,MaximalNeighborhoodDensity,Parameter-BasedNeighborhoodDensity,SignTypeFrequency,MajorLocationFrequency,MinorLocationFrequency,SelectedFingersFrequency,FlexionFrequency,MovementFrequency,HandshapeFrequency,,Batch,Item,List,Repeat.1,Telic,TelicHow,repetition,telicity notes
Verb,graduate,graduate,1.267,loicon,4.24,medfreq,1.855,-0.306774295,25,0.00%,4.286,1.858,-0.261345005,14,0.00%,0,,,1.948,-0.771,30,2.795,0,1,0,333.67,1101.1,767.43,medlong,2168.84,AsymmetricalDifferentHandshape,Hand,Palm,i,3,Circular,541,9,0,178,216,91,265,88,111,17,,B,81,3,0,1,contactChange,,
Verb,live_1,live,1.733,loicon,4.44,medfreq,1.446,-0.135279003,25,0.00%,4.286,1.59,-0.248563008,14,0.00%,0,,,1.948,-0.543,30,4.245,0,1,0,400.4,700.7,300.3,short,1334.67,SymmetricalOrAlternating,Body,Waist,i,1,Curved,819,14,3,332,100,4,265,487,125,134,,B,46,3,0,0,,,
Verb,set_up,set_up,3.065,medicon,4.16,medfreq,1.546,-0.295311029,25,0.00%,4.286,1.069,-0.246242418,14,0.00%,1,52.00%,50.00%,1.821,-0.196,31,2.511,0,0,0,433.77,1067.73,633.97,medshort,1901.9,AsymmetricalDifferentHandshape,Hand,PalmBack,thumb,1,Circular,656,8,2,178,216,24,54,487,111,44,,B,21,3,0,1,contactChange,,
Verb,act,act,1.6,loicon,4.28,medfreq,1.208,-0.214034888,25,0.00%,4.286,0.914,-0.225341098,14,0.00%,0,,,2.045,-0.539,30,3.746,0,0,0,333.67,900.9,567.23,medshort,1468.14,SymmetricalOrAlternating,Body,Clavicle,thumb,1,Circular,732,10,2,332,100,41,54,487,111,44,,B,38,2,0,0,,repetition,
Verb,disappear,disappear,3,medicon,3.741,medfreq,1.457,-0.212866678,27,0.00%,3.75,1.693,-0.212850912,16,0.00%,0,,,2.025,0.002,35,3.029,0,0,0,867.53,1468.14,600.6,medshort,2102.1,AsymmetricalDifferentHandshape,Hand,Other,i,1,Straight,756,36,10,178,216,74,265,487,177,134,,D,36,1,0,1,contactChange,,
Verb,leave,leave,2.467,medicon,4.32,medfreq,1.435,-0.197711747,25,0.00%,4.286,1.49,-0.207439799,14,0.00%,0,,,2.045,-0.154,30,4.456,0,0,0,433.77,767.43,333.67,medshort,1334.67,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,Straight,870,88,12,332,349,345,455,487,177,192,,B,84,2,0,1,apertureChange,,
Verb,throw,throw,5.514,hiicon,3.6,medfreq,1.653,-0.451415778,30,0.00%,4.167,1.689,-0.194938981,18,0.00%,0,,,2.075,1.238,35,3.818,0,0,0,367.03,900.9,533.87,medshort,1501.5,OneHanded,Neutral,Neutral,im,7,Straight,761,5,0,388,349,345,129,82,177,4,,C,81,3,0,1,apertureChange,,
Verb,worry,worry,3.593,medicon,4.1,medfreq,1.296,-0.157390674,30,0.00%,4.222,1.478,-0.182604571,18,0.00%,0,,,2.025,0.376,27,4.166,0,0,0,633.97,1334.67,700.7,medlong,2102.1,SymmetricalOrAlternating,Head,Other,imrp,1,Circular,893,22,4,332,300,74,455,487,111,192,,B,14,3,0,0,,repetition,
Verb,cause,cause,2.028,loicon,3.778,medfreq,1.219,-0.217733603,27,0.00%,3.875,1.147,-0.173866457,16,0.00%,0,,,2.025,-0.472,36,4.199,0,0,0,767.43,1568.24,800.8,medlong,2535.87,SymmetricalOrAlternating,Neutral,Neutral,imrp,7,Straight,725,48,7,332,349,345,455,82,177,72,,D,88,1,0,1,apertureChange,,
Verb,imagine,imagine,3.8,medicon,4.6,medfreq,1.118,-0.042796685,25,0.00%,4.357,1.151,-0.170200684,14,0.00%,1,44.00%,57.14%,1.948,0.474,30,3.616,0,1,0,400.4,1034.37,633.97,medshort,1835.17,SymmetricalOrAlternating,Head,Other,p,1,Circular,804,5,0,332,300,74,41,487,111,38,,B,18,3,0,0,,repetition,
Verb,downsize_2,downsize,5.226,hiicon,4.111,medfreq,1.502,-0.007664026,27,0.00%,3.941,1.478,-0.146085526,17,0.00%,1,51.85%,47.06%,1.821,0.978,31,0.954,0,0,0,734.07,1768.44,1034.37,long,2369.04,SymmetricalOrAlternating,Neutral,Neutral,i,1,Straight,840,41,10,332,349,345,265,487,177,134,,D,58,2,0,0,,repetition,hands meet but don't touch; wiggle
Verb,wander,wander,3.487,medicon,3.548,medfreq,1.261,-0.24834176,31,0.00%,3.667,1.328,-0.135531317,18,0.00%,1,67.74%,66.67%,2.048,0.174,39,2.477,0,0,0,433.77,1368.04,934.27,medlong,1701.7,OneHanded,Neutral,Neutral,i,1,BackAndForth,915,44,7,388,349,345,265,487,354,134,,D,57,2,0,0,,repetition,
Verb,grow,grow,5.467,hiicon,4.84,hifreq,1.519,0.155087749,25,0.00%,4.429,1.742,-0.102363666,14,0.00%,0,,,2.045,1.311,30,3.482,0,0,0,667.33,1134.47,467.13,medshort,1868.54,AsymmetricalDifferentHandshape,Hand,Palm,imrp,6,Straight,708,12,0,178,216,91,455,74,177,20,,B,42,2,0,1,apertureChange,,
Verb,cry,cry,6.567,hiicon,4.44,medfreq,1.557,-0.127504018,25,0.00%,4.5,1.787,-0.096316331,14,0.00%,1,96.00%,92.86%,1.948,2.019,30,3.525,0,0,0,400.4,1101.1,700.7,medlong,1534.87,SymmetricalOrAlternating,Head,Eye,i,1,BackAndForth,902,27,7,332,300,61,265,487,354,134,,B,28,3,0,0,,repetition,
Verb,lose,lose,1.478,loicon,4.077,medfreq,1.324,-0.082474599,26,0.00%,4.125,1.36,-0.081859523,16,0.00%,0,,,2.009,-0.749,23,3.923,0,0,0,567.23,1034.37,467.13,medshort,1768.44,AsymmetricalDifferentHandshape,Hand,Palm,im,1,Straight,703,33,2,178,216,91,129,487,177,66,,D,64,3,0,1,contactChange,,
Verb,lie,lie,1.433,loicon,4.917,hifreq,1.381,0.173581186,24,0.00%,4.538,1.33,-0.07326493,13,0.00%,0,,,1.948,-0.683,30,3.788,0,0,0,567.23,967.63,400.4,medshort,1568.24,OneHanded,Head,Chin,imrp,1,Straight,897,64,8,388,300,63,455,487,177,192,,B,12,3,0,0,,,
Verb,call_attention,call_attention,1.7,loicon,4.5,medfreq,1.592,0.073116116,30,0.00%,4.444,1.464,-0.065091958,18,0.00%,0,,,1.921,-0.612,30,NA,0,0,0,533.87,900.9,367.03,medshort,1901.9,AsymmetricalDifferentHandshape,Hand,PalmBack,imrp,1,Curved,832,19,2,178,216,24,455,487,125,192,,C,38,1,0,1,contactChange|apertureChange,,
Verb,zoom_off,zoom_off,3.742,medicon,4.333,medfreq,1.271,0.097895835,27,0.00%,4.063,1.289,-0.061548019,16,0.00%,1,55.56%,62.50%,1.821,0.233,31,2.26,0,0,0,500.5,1301.3,800.8,medlong,2002,AsymmetricalDifferentHandshape,Hand,FingerBack,i,3,Straight,582,20,0,178,216,21,265,88,177,17,,B,56,2,0,0,apertureChange,,
Verb,health,health,1.733,loicon,4.72,hifreq,1.429,0.049997309,25,0.00%,4.571,1.342,-0.041309949,14,0.00%,0,,,2.045,-0.483,30,3.313,0,0,0,367.03,900.9,533.87,medshort,1634.97,SymmetricalOrAlternating,Body,Clavicle,imrp,5,Straight,696,16,4,332,100,41,455,108,177,89,,B,83,2,0,1,apertureChange,,
Verb,film,film,2.355,medicon,4.44,medfreq,1.828,-0.136812774,25,0.00%,4.643,1.823,-0.019722751,14,0.00%,1,40.00%,35.71%,1.821,-0.559,31,3.522,0,0,0,433.77,1034.37,600.6,medshort,1668.34,AsymmetricalDifferentHandshape,Hand,PalmBack,imrp,1,None,843,29,5,178,216,24,455,487,180,192,,B,37,1,0,0,,repetition,
Verb,owe,owe,3.7,medicon,4.6,medfreq,1.303,0.130242744,30,0.00%,4.556,1.294,0.022170058,18,0.00%,1,70.00%,72.22%,1.821,0.129,30,3.578,0,0,0,333.67,900.9,567.23,medshort,1868.54,AsymmetricalDifferentHandshape,Hand,Palm,i,1,BackAndForth,797,53,6,178,216,91,265,487,354,134,,C,89,1,0,0,contactChange,repetition,
Verb,look_appearance,look_appearance,5.633,hiicon,4.68,hifreq,1.345,0.018179301,25,0.00%,4.714,1.267,0.023598586,14,0.00%,0,,,2.045,1.411,30,4.997,0,0,0,433.77,1234.57,800.8,medlong,1901.9,OneHanded,Head,Other,i,1,Circular,802,48,6,388,300,74,265,487,111,134,,B,68,2,0,0,,repetition,
Verb,accomplish,accomplish,1.963,loicon,4.467,medfreq,1.456,0.046516615,30,0.00%,4.611,1.42,0.024467548,18,0.00%,0,,,2.025,-0.398,27,2.48,0,0,0,600.6,1034.37,433.77,medshort,2002,SymmetricalOrAlternating,Head,Eye,i,1,Straight,875,27,12,332,300,61,265,487,177,134,,C,85,2,0,0,orientationChange,repetition,
Verb,forbid,forbid,3.16,medicon,4.231,medfreq,1.177,0.086836041,26,0.00%,4.25,0.683,0.04513362,16,0.00%,0,,,2.009,0.043,25,2.64,0,0,0,567.23,1267.94,700.7,medlong,1968.64,AsymmetricalDifferentHandshape,Hand,Palm,i,1,BackAndForth,797,53,6,178,216,91,265,487,354,134,,D,89,3,0,1,contactChange,,
Verb,earn,earn,1.618,loicon,4.207,medfreq,1.32,-0.081693047,29,0.00%,4.588,1.064,0.047253097,17,0.00%,1,62.07%,70.59%,2.075,-0.634,34,2.894,0,0,0,433.77,1001,567.23,medshort,1835.17,AsymmetricalDifferentHandshape,Hand,Palm,imrp,5,Curved,658,15,2,178,216,91,455,108,125,89,,C,55,3,0,1,apertureChange,,
Verb,invite,invite,3.111,medicon,4.367,medfreq,1.829,0.010147399,30,0.00%,4.667,2.086,0.051726525,18,0.00%,0,,,2.025,0.142,27,3.179,0,0,0,433.77,834.17,400.4,medshort,1835.17,OneHanded,Neutral,Neutral,imrp,1,Curved,920,32,9,388,349,345,455,487,125,192,,C,7,2,0,0,,,
Verb,misunderstand,misunderstand,2.889,medicon,4.533,medfreq,1.432,0.131014077,30,0.00%,4.556,1.423,0.060227103,18,0.00%,0,,,2.075,-0.056,36,2.44,0,0,0,500.5,967.63,467.13,medshort,1701.7,OneHanded,Head,Eye,im,1,None,774,51,9,388,300,61,129,487,180,66,,C,27,3,0,1,orientationChange,,
Verb,breathe,breathe,5.391,hiicon,4.038,medfreq,1.371,-0.055702795,26,0.00%,4.313,1.302,0.061240448,16,0.00%,0,,,2.009,1.201,23,3.394,0,0,0,567.23,1601.6,1034.37,long,2335.67,SymmetricalOrAlternating,Body,TorsoTop,imrp,1,BackAndForth,894,57,4,332,100,18,455,487,354,192,,D,51,3,0,1,contactChange,,
Verb,match,match,3.571,medicon,4.111,medfreq,1.368,-0.033251105,27,0.00%,4.375,1.455,0.090318196,16,0.00%,0,,,2.025,0.282,35,3.402,0,0,0,533.87,1468.14,934.27,medlong,2035.37,SymmetricalOrAlternating,Neutral,Neutral,imrp,2,Straight,756,31,1,332,349,345,455,76,177,18,,D,50,1,0,1,contactChange,,
Verb,introduce,introduce,2.595,medicon,4.519,medfreq,1.312,0.193620902,27,0.00%,4.375,1.204,0.100815892,16,0.00%,0,,,2.025,-0.186,37,3.248,0,0,0,533.87,1434.77,900.9,medlong,1901.9,SymmetricalOrAlternating,Neutral,Neutral,imrp,3,Curved,723,24,1,332,349,345,455,88,125,34,,D,76,1,0,1,contactChange,,
Verb,translate,translate,2.486,medicon,4.296,medfreq,1.564,0.051761006,27,0.00%,4.438,1.672,0.108385826,16,0.00%,0,,,2.025,-0.252,35,2.393,0,0,0,367.03,1368.04,1001,long,1968.64,SymmetricalOrAlternating,Neutral,Neutral,i,1,None,835,32,5,332,349,345,265,487,180,134,,D,80,1,0,0,,repetition,
Verb,frustrate,frustrate,2.296,loicon,4.667,hifreq,1.373,0.199631757,30,0.00%,4.722,1.274,0.108390092,18,0.00%,0,,,2.025,-0.26,27,1.176,0,0,0,467.13,867.53,400.4,medshort,1701.7,OneHanded,Head,Chin,imrp,1,BackAndForth,925,75,13,388,300,63,455,487,354,192,,C,50,2,0,0,contactChange,repetition,
Verb,drop,drop,5.5,hiicon,4.333,medfreq,1.688,0.014688991,30,0.00%,4.667,1.495,0.117693259,18,0.00%,0,,,2.075,1.207,36,3.824,0,0,0,500.5,800.8,300.3,short,1801.8,SymmetricalOrAlternating,Neutral,Neutral,imrp,7,Straight,725,48,7,332,349,345,455,82,177,72,,C,52,3,0,1,apertureChange,,
Verb,paint,paint,5.189,hiicon,4.074,medfreq,1.466,-0.038388292,27,0.00%,4.375,1.668,0.123454234,16,0.00%,0,,,2.025,1.068,37,3.274,0,0,0,500.5,1601.6,1101.1,long,2268.94,AsymmetricalSameHandshape,Hand,Palm,imrp,1,BackAndForth,883,49,18,78,216,91,455,487,354,192,,D,48,1,0,0,,repetition,
Verb,cheat_1,cheat_1,1.533,loicon,4.037,medfreq,1.629,0.102668979,27,0.00%,4.077,1.706,0.126143883,13,0.00%,0,,,2.074,-0.739,30,2.955,0,0,0,433.77,1134.47,700.7,medlong,1601.6,AsymmetricalDifferentHandshape,Hand,FingerUlnar,im,1,BackAndForth,781,40,11,178,216,3,129,487,354,66,,A,8,2,0,0,contactChange,repetition,
Verb,bake_1,bake_1,1.919,loicon,4.333,medfreq,1.561,0.162638654,30,3.23%,4.176,1.776,0.126802504,17,5.56%,1,80.00%,82.35%,2.048,-0.591,37,2.511,0,0,0,300.3,967.63,667.33,medlong,1167.84,AsymmetricalSameHandshape,Neutral,Neutral,imrp,1,BackAndForth,899,49,32,78,349,345,455,487,354,192,,A,60,1,0,0,decel,repetition,
Verb,offend,offend,2.68,medicon,4.692,hifreq,1.436,0.329449252,26,0.00%,4.5,1.414,0.149767635,16,0.00%,0,,,2.009,-0.176,25,2.427,0,0,0,467.13,934.27,467.13,medshort,1868.54,OneHanded,Neutral,Neutral,i,1,Curved,881,30,4,388,349,345,265,487,125,134,,D,39,3,0,1,decel,,
Verb,hope,hope,1.258,loicon,4.741,hifreq,1.228,0.332164632,27,0.00%,4.529,1.375,0.158250106,17,0.00%,0,,,2.166,-0.773,31,4.214,1,0,0,667.33,1434.77,767.43,medlong,1968.64,Other,Head,Eye,i,1,None,751,23,22,17,300,61,265,487,180,134,,D,85,2,0,0,contactChange,repetition,COMPOUND?
Verb,announce,announce,4.2,medicon,4.6,medfreq,1.354,0.141947946,30,0.00%,4.833,1.2,0.163170657,18,0.00%,0,,,1.921,0.658,30,2.698,0,0,0,467.13,767.43,300.3,short,1735.07,SymmetricalOrAlternating,Head,Chin,i,1,Straight,875,27,12,332,300,63,265,487,177,134,,C,86,1,0,1,contactChange|orientationChange,,
Verb,summarize,summarize,3.04,medicon,4.538,medfreq,1.503,0.254812198,26,0.00%,4.5,1.317,0.175037376,16,0.00%,0,,,2.009,-0.009,25,1.322,0,0,0,533.87,1468.14,934.27,medlong,2268.94,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,Straight,733,51,5,332,349,345,455,108,177,89,,D,41,3,0,1,contactChange|apertureChange,,
Verb,appear,appear,2.361,medicon,4.9,hifreq,1.517,0.330255027,30,0.00%,4.889,1.745,0.202662176,18,0.00%,0,,,2.075,-0.3,36,3.077,0,0,0,400.4,934.27,533.87,medshort,1735.07,AsymmetricalDifferentHandshape,Hand,Other,i,1,Straight,756,36,10,178,216,74,265,487,177,134,,C,64,3,0,1,contactChange,,
Verb,check,check,6,hiicon,5,hifreq,1.216,0.262252439,24,0.00%,5,1.359,0.203892479,14,0.00%,0,,,1.948,1.675,30,4.153,0,0,0,367.03,667.33,300.3,short,1401.4,AsymmetricalDifferentHandshape,Hand,FingerFront,i,1,Other,713,21,1,178,216,12,265,487,46,134,,B,40,3,0,1,contactChange,,
Verb,insult,insult,2.714,medicon,4.4,medfreq,1.414,0.195483181,25,0.00%,4.4,1.298,0.242165284,15,0.00%,0,,,2.153,-0.377,21,2.806,0,0,0,266.93,533.87,266.93,short,1301.3,OneHanded,Neutral,Neutral,i,1,Curved,881,30,4,388,349,345,265,487,125,134,,A,6,3,0,1,orientationChange,,
Verb,guess_2,guess,1.806,loicon,4.815,hifreq,1.241,0.31986462,27,0.00%,4.882,1.495,0.247349697,17,0.00%,0,,,2.166,-0.527,31,4.365,0,0,0,333.67,1201.2,867.53,medlong,1301.3,OneHanded,Head,Other,imrp,5,Curved,775,30,6,388,300,74,455,108,125,89,,D,13,2,0,1,apertureChange,,
Verb,die,die,2.839,medicon,4.346,medfreq,1.672,0.119485801,26,0.00%,4.706,1.359,0.255192907,17,0.00%,0,,,2.166,-0.049,31,4.124,0,0,0,633.97,1401.4,767.43,medlong,2068.74,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,Curved,867,78,9,332,349,345,455,487,125,192,,D,21,2,0,1,orientationChange,,
Verb,win,win,2.1,loicon,4.96,hifreq,1.338,0.197159991,25,0.00%,5.071,1.542,0.261982397,14,0.00%,0,,,2.045,-0.312,30,3.837,0,0,0,467.13,900.9,433.77,medshort,1634.97,AsymmetricalSameHandshape,Hand,FingerRadial,imrp,5,Curved,645,8,2,78,216,33,455,108,125,89,,D,25,3,0,1,contactChange|apertureChange,,
Verb,copy,copy,2.114,loicon,4.63,hifreq,1.363,0.234660449,27,0.00%,4.75,1.571,0.266537361,16,0.00%,0,,,2.025,-0.403,35,3.426,0,0,0,700.7,1701.7,1001,long,2435.77,AsymmetricalDifferentHandshape,Hand,Palm,imrp,3,Straight,702,16,2,178,216,91,455,88,177,34,,D,64,1,0,1,contactChange|apertureChange,,
Verb,weigh,weigh,2.56,medicon,4.654,hifreq,1.198,0.291537675,26,0.00%,4.75,1.065,0.305227193,16,0.00%,0,,,2.009,-0.242,25,2.561,0,0,0,600.6,1534.87,934.27,medlong,2435.77,AsymmetricalDifferentHandshape,Hand,FingerRadial,im,1,BackAndForth,781,40,11,178,216,33,129,487,354,66,,B,79,2,0,0,,repetition,
Verb,impact,impact,4.8,hiicon,4.815,hifreq,1.415,0.393116873,27,0.00%,4.765,1.48,0.306932009,17,0.00%,1,22.22%,11.76%,1.821,0.738,30,2.682,0,0,0,567.23,1768.44,1201.2,long,2535.87,AsymmetricalDifferentHandshape,Hand,FingerRadial,imrp,7,BackAndForth,739,28,9,178,216,33,455,82,354,72,,D,51,2,0,1,contactChange,,
Verb,travel,travel,2.1,loicon,4.64,hifreq,1.35,-0.050542336,25,0.00%,5.214,1.122,0.319209324,14,0.00%,0,,,2.045,-0.32,30,3.231,0,0,0,500.5,1101.1,600.6,medshort,1534.87,OneHanded,Neutral,Neutral,im,2,BackAndForth,816,12,4,388,349,345,129,76,354,19,,B,89,2,0,0,,repetition,
Verb,come,come,6.25,hiicon,4.833,hifreq,1.683,0.28073328,30,0.00%,5.111,1.568,0.320651188,18,0.00%,0,,,2.075,1.579,36,5.205,0,0,0,467.13,1334.67,867.53,medlong,2635.97,OneHanded,Neutral,Neutral,imrp,1,Curved,920,32,9,388,349,345,455,487,125,192,,C,74,3,0,1,orientationChange,,
Verb,mean_2,mean_2,1.3,loicon,5,hifreq,1.414,0.390974124,30,0.00%,5.056,1.392,0.331657133,18,0.00%,0,,,1.921,-0.791,30,4.802,0,0,0,567.23,1267.94,700.7,medlong,2569.24,Other,Hand,Palm,im,1,None,700,5,5,17,216,21,129,487,180,66,,C,46,1,0,0,contactChange,repetition,
Verb,wonder,wonder,4.667,hiicon,5.36,hifreq,1.221,0.451112199,25,0.00%,5.214,1.188,0.335555578,14,0.00%,0,,,2.045,0.903,30,3.776,0,0,0,467.13,1101.1,633.97,medshort,1735.07,OneHanded,Head,Other,i,1,Circular,802,48,6,388,300,74,265,487,111,134,,C,28,2,0,0,,repetition,
Verb,call,call,6.481,hiicon,4.967,hifreq,1.732,0.374235691,30,0.00%,5.111,1.779,0.336116605,18,0.00%,0,,,2.025,1.908,27,4.643,0,0,0,667.33,1067.73,400.4,medshort,1968.64,OneHanded,Head,CheekNose,p,1,Curved,756,22,0,388,300,45,41,487,125,38,,C,61,2,0,1,contactChange,,
Verb,bake_2,bake_2,2.259,loicon,5.12,hifreq,1.301,0.251914963,25,0.00%,5.286,1.541,0.347990737,14,0.00%,0,,,2.016,-0.319,27,2.511,0,0,0,1034.37,1534.87,500.5,medshort,2168.84,AsymmetricalSameHandshape,Neutral,Neutral,imrp,1,Straight,860,16,12,78,349,345,455,487,177,192,,B,51,1,0,0,,,
Verb,own,own,3.917,medicon,4.64,hifreq,1.497,0.280003399,25,0.00%,4.867,1.356,0.350758551,15,0.00%,0,,,2.009,0.427,24,4.37,0,0,0,600.6,1468.14,867.53,medlong,1901.9,SymmetricalOrAlternating,Body,Clavicle,imrp,1,Curved,842,29,4,332,100,41,455,487,125,192,,D,46,3,0,1,contactChange|apertureChange,,
Verb,borrow,borrow,1.433,loicon,4.96,hifreq,1.338,0.201584304,25,0.00%,5.214,1.369,0.350900956,14,0.00%,0,,,1.948,-0.682,30,3.175,0,0,0,433.77,800.8,367.03,medshort,1668.34,SymmetricalOrAlternating,Neutral,Neutral,im,Stacked,Curved,593,5,0,332,349,345,129,13,125,13,,B,55,3,0,1,orientationChange,,
Verb,guess_1,guess,2.233,loicon,4.897,hifreq,1.235,0.365488521,29,0.00%,4.941,1.391,0.356313517,17,0.00%,1,58.62%,58.82%,1.921,-0.353,30,4.365,0,0,0,533.87,1134.47,600.6,medshort,1735.07,OneHanded,Head,Other,imrp,5,Curved,775,30,6,388,300,74,455,108,125,89,,C,57,1,0,1,apertureChange,,
Verb,evaluate,evaluate,2.952,medicon,4.76,hifreq,1.964,0.425572416,25,0.00%,4.533,2.031,0.35680297,15,0.00%,1,44.00%,46.67%,2.153,-0.323,21,1.949,0,1,0,300.3,1401.4,1101.1,long,1835.17,SymmetricalOrAlternating,Neutral,Neutral,imrp,2,BackAndForth,791,67,4,332,349,345,455,76,354,18,,A,15,3,0,0,,repetition,
Verb,run,run,1.667,loicon,5.2,hifreq,0.957,0.321430534,25,0.00%,5.286,0.825,0.35978993,14,0.00%,1,100.00%,100.00%,1.948,-0.591,30,4.252,0,0,0,633.97,1001,367.03,medshort,1801.8,Other,Hand,Other,i,2,Straight,552,4,4,17,216,74,265,76,177,39,,B,15,3,0,0,,repetition,
Verb,ignore,ignore,2.696,medicon,4.731,hifreq,1.116,0.32661802,26,0.00%,4.875,1.204,0.362367764,16,0.00%,1,96.15%,93.75%,2.009,-0.188,23,2.979,0,0,0,600.6,1568.24,967.63,medlong,1868.54,OneHanded,Head,CheekNose,imrp,1,Curved,890,60,3,388,300,45,455,487,125,192,,D,69,3,0,1,orientationChange|contactChange,,
Verb,draw,draw,5,hiicon,4.741,hifreq,1.678,0.365493221,27,0.00%,4.824,1.468,0.362802638,17,0.00%,0,,,2.166,0.938,31,3.314,0,0,0,667.33,1434.77,767.43,medlong,2002,AsymmetricalDifferentHandshape,Hand,Palm,p,1,BackAndForth,752,26,3,178,216,91,41,487,354,38,,D,63,2,0,0,,repetition,
Verb,teach,teach,1.452,loicon,4.609,hifreq,1.672,0.226931795,23,14.81%,4.929,1.685,0.395637982,14,17.65%,0,,,2.166,-0.684,31,3.57,0,0,0,567.23,1334.67,767.43,medlong,2135.47,SymmetricalOrAlternating,Head,Other,imrp,5,BackAndForth,843,25,8,332,300,74,455,108,354,89,,D,52,2,0,1,apertureChange|contactChange,,
Verb,break,break,5.967,hiicon,5.148,hifreq,1.406,0.252301492,27,0.00%,5.375,1.408,0.39595886,16,0.00%,0,,,2.045,1.553,30,4.052,0,0,0,667.33,1468.14,800.8,medlong,2268.94,SymmetricalOrAlternating,Neutral,Neutral,imrp,7,Curved,697,41,1,332,349,345,455,82,125,72,,D,69,1,0,1,contactChange|orientationChange,,
Verb,warn,warn,2.444,medicon,5.36,hifreq,1.319,0.441439383,25,0.00%,5.286,1.204,0.40336982,14,0.00%,0,,,2.016,-0.223,27,3.112,0,0,0,233.57,700.7,467.13,medshort,1301.3,AsymmetricalSameHandshape,Hand,PalmBack,imrp,1,BackAndForth,883,49,18,78,216,24,455,487,354,192,,B,47,2,0,0,contactChange,repetition,
Verb,look_at,look_at,5.185,hiicon,5.08,hifreq,1.656,0.203784751,25,0.00%,5.357,1.906,0.407957342,14,0.00%,0,,,2.016,1.134,27,4.997,0,0,0,600.6,1067.73,467.13,medshort,1901.9,OneHanded,Head,Eye,im,4,Straight,640,7,0,388,300,61,129,52,177,5,,B,41,1,0,1,contactChange|decel,,
Verb,continue,continue,2.742,medicon,4.615,hifreq,1.098,0.263994255,26,0.00%,4.938,1.063,0.417564088,16,0.00%,1,42.31%,43.75%,1.821,-0.331,31,3.403,0,0,0,600.6,1801.8,1201.2,long,2268.94,SymmetricalOrAlternating,Neutral,Neutral,thumb,1,BackAndForth,834,50,4,332,349,345,54,487,354,44,,D,32,3,0,0,,repetition,
Verb,relax,relax,3.48,medicon,4.885,hifreq,1.336,0.41511108,26,0.00%,4.938,1.289,0.419697457,16,0.00%,0,,,2.009,0.233,25,3.693,0,0,0,500.5,1434.77,934.27,medlong,2268.94,SymmetricalOrAlternating,Body,TorsoTop,imrp,1,BackAndForth,894,57,4,332,100,18,455,487,354,192,,D,81,3,0,0,contactChange,repetition,
Verb,happen,happen,1.867,loicon,5.208,hifreq,1.414,0.340130066,24,0.00%,5.462,1.266,0.443644321,13,0.00%,0,,,1.948,-0.47,30,4.113,0,0,0,333.67,867.53,533.87,medshort,1534.87,SymmetricalOrAlternating,Neutral,Neutral,i,1,Circular,830,29,3,332,349,345,265,487,111,134,,B,80,3,0,1,orientationChange,,
Verb,ask,ask,2.133,loicon,5.24,hifreq,1.422,0.369360297,25,0.00%,5.429,1.158,0.455006653,14,0.00%,0,,,2.045,-0.302,30,4.392,0,0,0,467.13,834.17,367.03,medshort,1468.14,OneHanded,Neutral,Neutral,i,1,Curved,881,30,4,388,349,345,265,487,125,134,,B,23,2,0,1,apertureChange,,
Verb,believe,believe,2.355,medicon,5.37,hifreq,1.182,0.687984351,27,0.00%,5.176,1.237,0.497794908,17,0.00%,1,92.59%,94.12%,2.166,-0.276,31,4.504,1,0,0,600.6,1735.07,1134.47,long,2502.5,OneHanded,Head,Eye,i,1,None,801,86,22,388,300,61,265,487,180,134,,D,49,2,0,0,contactChange,,compound
Verb,doubt,doubt,2.185,loicon,5.44,hifreq,1.325,0.503453079,25,0.00%,5.5,1.557,0.509008174,14,0.00%,0,,,2.016,-0.337,27,3.506,0,0,0,600.6,1034.37,433.77,medshort,1735.07,OneHanded,Head,CheekNose,im,1,None,774,51,9,388,300,61,129,487,180,66,,B,57,1,0,0,apertureChange,repetition,
Verb,live_2,live,2,loicon,5.44,hifreq,1.325,0.496768577,25,0.00%,5.571,1.089,0.518559034,14,0.00%,0,,,1.948,-0.407,30,4.245,0,0,0,500.5,834.17,333.67,medshort,1768.44,SymmetricalOrAlternating,Body,Waist,thumb,1,Straight,751,6,0,332,100,4,54,487,177,44,,B,61,3,0,0,,,
